date,deposit,deposited,equity,tqqq_value,bond_value,cash,transaction_cost,turnover,buy_count,sell_count,tqqq_units,deployed_principal,principal_wait_days,profit,roi
2011-09-01,100.0,100.0,99.95002498750625,0.0,99.95002498750625,0.0,0.04997501249375313,99.95002498750625,1,0,0.0,0.0,0.0,-0.04997501249374636,-0.0004997501249374637
2011-09-02,0.0,100.0,99.9498059191984,0.0,99.9498059191984,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.050194080801603036,-0.0005019408080160304
2011-09-06,100.0,200.0,199.79905565811407,199.79905565811407,0.0,0.0,0.1498739926544413,299.74798530888256,1,1,209.64835507220394,200.0,500.0,-0.20094434188592913,-0.0010047217094296458
2011-09-07,0.0,200.0,215.35848363879225,215.35848363879225,0.0,0.0,0.0,0.0,0,0,209.64835507220394,0.0,0.0,15.35848363879225,0.07679241819396125
2011-09-08,0.0,200.0,212.60190749313855,212.60190749313855,0.0,0.0,0.0,0.0,0,0,209.64835507220394,0.0,0.0,12.601907493138555,0.06300953746569277
2011-09-09,0.0,200.0,198.00629511733197,198.00629511733197,0.0,0.0,0.0,0.0,0,0,209.64835507220394,0.0,0.0,-1.9937048826680268,-0.009968524413340134
2011-09-12,100.0,300.0,305.70054277476,305.70054277476,0.0,0.0,0.04997501249375313,99.95002498750625,1,0,311.4918816567795,100.0,0.0,5.700542774759981,0.019001809249199936
2011-09-13,0.0,300.0,317.74079672820505,317.74079672820505,0.0,0.0,0.0,0.0,0,0,311.4918816567795,0.0,0.0,17.740796728205055,0.05913598909401685
2011-09-14,0.0,300.0,331.5298911219795,331.5298911219795,0.0,0.0,0.0,0.0,0,0,311.4918816567795,0.0,0.0,31.529891121979517,0.10509963707326506
2011-09-15,0.0,300.0,346.4446692612576,346.4446692612576,0.0,0.0,0.0,0.0,0,0,311.4918816567795,0.0,0.0,46.444669261257616,0.15481556420419204
2011-09-16,0.0,300.0,355.29994054608085,355.29994054608085,0.0,0.0,0.0,0.0,0,0,311.4918816567795,0.0,0.0,55.29994054608085,0.18433313515360283
2011-09-19,100.0,400.0,456.42229116214907,356.4722661746428,99.95002498750625,0.0,0.04997501249375313,99.95002498750625,1,0,311.4918816567795,0.0,0.0,56.422291162149065,0.14105572790537266
2011-09-20,0.0,400.0,450.44074399144444,350.49096545575077,99.94977853569367,0.0,0.0,0.0,0,0,311.4918816567795,0.0,0.0,50.440743991444435,0.1261018599786111
2011-09-21,0.0,400.0,433.2337036858663,333.2841716013775,99.94953208448881,0.0,0.0,0.0,0,0,311.4918816567795,0.0,0.0,33.23370368586632,0.08308425921466579
2011-09-22,0.0,400.0,400.4814391741893,400.4814391741893,0.0,0.0,0.09989933596590868,199.79867193181735,1,1,414.94815959736513,100.0,300.0,0.4814391741892905,0.0012035979354732263
2011-09-23,0.0,400.0,412.7075391444121,412.7075391444121,0.0,0.0,0.0,0.0,0,0,414.94815959736513,0.0,0.0,12.707539144412124,0.03176884786103031
2011-09-26,100.0,500.0,527.9716142180398,428.02158923053355,99.95002498750625,0.0,0.04997501249375313,99.95002498750625,1,0,414.94815959736513,0.0,0.0,27.971614218039804,0.05594322843607961
2011-09-27,0.0,500.0,539.0202126821187,439.07043414642493,99.9497785356937,0.0,0.0,0.0,0,0,414.94815959736513,0.0,0.0,39.020212682118654,0.0780404253642373
2011-09-28,0.0,500.0,519.876554236748,419.92699476882194,99.94955946792601,0.0,0.0,0.0,0,0,414.94815959736513,0.0,0.0,19.876554236748007,0.039753108473496016
2011-09-29,0.0,500.0,506.6145911319548,506.6145911319548,0.0,0.0,0.09989936333559353,199.79872667118707,1,1,516.806265272624,100.0,300.0,6.614591131954796,0.013229182263909593
2011-09-30,0.0,500.0,466.1281725542103,466.1281725542103,0.0,0.0,0.0,0.0,0,0,516.806265272624,0.0,0.0,-33.87182744578968,-0.06774365489157935
