date,1,2,3
1999-03-04,100.0,100.0,100.0
1999-03-05,101.90526831217284,103.7945092270854,105.6858049365185
1999-03-08,105.22375140116205,110.50461269298728,115.91546960716899
1999-03-09,104.93968811518704,109.89017173063868,114.94172409495067
1999-03-10,105.45486986313584,110.95171027812067,116.60047408019636
1999-03-11,105.72536030164524,111.50304634383178,117.46260248356263
1999-03-12,103.92456641234067,107.68676773689083,111.42522941344635
1999-03-15,106.58074625644956,113.14019449421747,119.86970746995186
1999-03-16,107.25108979849132,114.54460899044703,122.09414209902663
1999-03-17,106.79839149498108,113.55937728353776,120.51166562568353
1999-03-18,108.7774605844026,117.75010678314865,127.17553909423481
1999-03-19,106.23803753388702,112.2337114530254,118.2311586197599
1999-03-22,104.86239410832788,109.27364916083593,113.5329064382167
1999-03-23,101.45713587417976,102.15909047011962,102.43832170588433
1999-03-24,104.16603481215539,107.59802717583185,110.6129359478157
1999-03-25,107.77649945049745,115.03923837823105,122.08071980760022
1999-03-26,106.94518376070856,113.2455936018669,119.21801182265969
1999-03-29,110.94702291133433,121.6665239221223,132.4943556069034
1999-03-30,109.96518714534305,119.49349268232636,128.93675436467072
1999-03-31,108.96629294840858,117.30354567370722,125.38460484950167
1999-04-01,111.0217514986552,121.70961896973253,132.44123667102278
1999-04-05,114.8220954198941,129.96305037566614,145.8809140572372
1999-04-06,114.77957038835763,129.8460979618406,145.6753859844771
1999-04-07,113.40621272073777,126.71838013562567,140.40338704862887
1999-04-08,115.08502820262106,130.45039181195614,146.59790614446985
1999-04-09,115.4836948819111,131.33355776789068,148.07806123295592
1999-04-12,114.79596063248228,129.70778061158995,145.30291668954854
1999-04-13,112.51752520298129,124.53858130577072,136.60841687492854
1999-04-14,108.81575254898783,116.32457941771199,123.08542797226826
1999-04-15,110.47952925959738,119.86336169181482,128.6949156880141
1999-04-16,107.92651984147268,114.30453896511952,119.7347030958126
1999-04-19,101.77521907246006,101.22163457994384,99.15755073395172
1999-04-20,105.01797589105956,107.65620310124142,108.60694853893548
1999-04-21,108.92580380784977,115.65186113503934,120.70034323043252
1999-04-22,112.94116457557615,124.16063263387728,134.0138143483453
1999-04-23,114.33746062171765,127.21124870455667,138.94516581210843
1999-04-26,116.93286679845923,132.9262938945319,148.28413906222994
1999-04-27,114.15810887667173,126.59538539046429,137.68117414876386
1999-04-28,111.23029931283948,120.08141535769641,127.04632875019244
1999-04-29,109.62026483099618,116.58576579759514,121.49110176520573
1999-04-30,110.5040155376248,118.44654093028765,124.3922797852865
1999-05-03,110.58287626317018,118.55640786164867,124.54193976349978
1999-05-04,108.4929712597648,114.05553080742821,117.44199235626573
1999-05-05,111.50736329970212,120.37541868799175,127.19643962303024
