date,1,2,3
1999-03-04,100.0,100.0,100.0
1999-03-05,101.90581625737832,103.81163251475662,105.71744877213493
1999-03-08,105.22599235397279,110.5761708597206,116.05053551724345
1999-03-09,104.94249959907502,109.9803571714521,115.11256899532731
1999-03-10,105.45827017687257,111.06141837318471,116.80983206174858
1999-03-11,105.72934719067992,111.63237781697832,117.7105995522127
1999-03-12,103.92906473257011,107.83078787282501,111.69772801356814
1999-03-15,106.58706797100925,113.34636879538846,120.2677923228253
1999-03-16,107.25803531243696,114.7734032973941,122.53905549978519
1999-03-17,106.80589540772777,113.80576230939971,120.9893870749786
1999-03-18,108.78568878910313,118.02485328976937,127.71749848212394
1999-03-19,106.24666973611379,112.51553759641664,118.77485632976578
1999-03-22,104.87266105544147,109.60537908035275,114.16677729873237
1999-03-23,101.46764406139586,102.48802028252241,103.0464391778537
1999-03-24,104.17737955437838,107.96199040834942,111.30213279078728
1999-03-25,107.7888082440521,115.44724356451034,122.87738215783564
1999-03-26,106.95798823608533,113.66754340119027,120.03602072282946
1999-03-29,110.96206473774333,122.17805387431721,133.51701689306196
1999-03-30,109.98070386905532,120.01694122076138,129.97449875429567
1999-03-31,108.98227135636797,117.83785321763742,126.43467510856676
1999-04-01,111.03862847446754,122.28475463068091,133.59166057688944
1999-04-05,114.84198382849722,130.6618821696391,147.31922271871636
1999-04-06,114.80008070231709,130.56653130311864,147.15796280907665
1999-04-07,113.42710666673565,127.44345932793499,141.87806942843088
1999-04-08,115.1068529717594,131.21808932946567,148.18130248858083
1999-04-09,115.50622597683432,132.1286339461021,149.72368534093715
1999-04-12,114.82025628158902,130.55925986267633,147.05614313871195
1999-04-13,112.54196779149832,125.37808942023425,138.30238324058723
1999-04-14,108.84000765637367,117.1297053203276,124.65441032710683
1999-04-15,110.50475160757982,120.71278056328778,130.37430175448682
1999-04-16,107.95176484586374,115.13513568802662,121.33820525351918
1999-04-19,101.80079978065521,102.01460545109595,100.59707899249466
1999-04-20,105.04492946307089,108.51649168965012,110.21438958220622
1999-04-21,108.95433593891451,116.5937035553878,122.51977692168661
1999-04-22,112.97134550420837,125.19103047035551,136.07122794722503
1999-04-23,114.36863369942523,128.28788566390094,141.12022651418206
1999-04-26,116.96662752259404,134.1162517772556,150.73727268188154
1999-04-27,114.19170938888688,127.75269959208802,140.00899231037855
1999-04-28,111.26366378173127,121.20116038062076,129.2388746611042
1999-04-29,109.6537560203411,117.69376754176848,123.62888501169616
1999-04-30,110.53837757303297,119.59273474843019,126.6209788583399
1999-05-03,110.6190798901207,119.76736026787349,126.89831076631994
1999-05-04,108.52909680656792,115.24170778242046,119.70564590877983
1999-05-05,111.54508724644727,121.64677147822587,129.6853958822988
1999-05-06,107.55446113097054,112.9427255160421,115.76655982113493
1999-05-07,109.57719228361688,117.19085742919249,122.29807765468425
1999-05-10,110.45819257849074,119.07528570847181,125.24790617914785
1999-05-11,112.58490556276932,123.6605310453976,132.4823088641896
1999-05-12,114.74886577031913,128.4142139141464,140.12151528764556
1999-05-13,112.75044877730815,123.94140025263557,132.80062678846593
1999-05-14,109.96104561232882,117.80887416718286,122.94431598814373
1999-05-17,112.57869769222411,123.41781763942048,131.7244828917654
1999-05-18,111.72770210498544,121.5519581055874,128.73732041866643
1999-05-19,113.12188636492968,124.58550884660187,133.55663225665043
1999-05-20,110.72978691484356,119.31648555186571,125.08398146794681
1999-05-21,109.40647584362378,116.46462733540861,120.59941533301651
1999-05-24,106.62224590409876,110.53692881806778,111.39219518621297
1999-05-25,103.4381256369534,103.93487551609202,101.41249132741635
1999-05-26,106.23425399502338,109.55398841152513,109.63660621108198
1999-05-27,106.08216116666583,109.24029719934529,109.16571454752454
1999-05-28,108.13179309167475,113.46159884280385,115.49334393946775
1999-06-01,104.82506738126156,106.52217103326034,104.89780680278724
1999-06-02,107.34753211279704,111.64877722146723,112.47045210659803
1999-06-03,105.06355307470659,106.8977883205894,105.29152167493878
1999-06-04,109.1519531512703,115.21734183204599,117.58333513487112
1999-06-07,111.39144245045347,119.94520966516853,124.82076735283265
1999-06-08,107.98021758586265,112.59886289745562,113.35332346725731
1999-06-09,110.50268231739813,117.85957947721212,121.29727191562363
1999-06-10,108.5523763211125,113.69927784916885,114.87479985099165
1999-06-11,106.71484663973145,109.849969250315,109.0411407035083
1999-06-14,104.98802398307325,106.29486100234935,103.7477428810754
1999-06-15,106.50170975101273,109.35991570478474,108.23515418468024
1999-06-16,112.15863178533189,120.97739148555834,125.48214007889769
1999-06-17,113.36606260637451,123.58212780952813,129.53473061989956
1999-06-18,114.12290549034425,125.2322204716194,132.12909008275776
1999-06-21,117.39393594512251,132.41111948969302,143.49048004472488
1999-06-22,114.35259670051687,125.55033693079795,132.33820310621263
1999-06-23,115.87611159681958,128.89574077940213,137.62761225649922
1999-06-24,113.05773836929596,122.62565974288135,127.58535318153127
1999-06-25,113.10378007583957,122.72553604895349,127.74122700693698
1999-06-28,116.11459729026461,129.25943184514998,137.9426230612432
